Year,Sector,End Use,Energy Consumption (ktoe),Emissions (ktCO2e),Annual_HDD,Energy_per_HDD
2011,Industrial,Motors/Drivers,2135.563022561162,6748.505431396365,4.973424657534246,429.39486764436964
2011,Industrial,Other non-transport,6298.03210776985,19902.153875759133,4.973424657534246,1266.3370899223244
2011,Industrial,Process use,9285.874703907273,29343.913156648414,4.973424657534246,1867.0986982461054
2011,Industrial,Space heating,3078.2992696387832,9727.607718037189,4.973424657534246,618.9496135174109
2011,Industrial,Unknown industrial heat,148.6805709095187,469.8393958529327,4.973424657534246,29.89500819807984
2011,Services,Cooking/ Catering,2220.837981484472,1230.5874131171977,4.973424657534246,446.5409922557331
2011,Services,Lighting/ Appliances,4261.075912136872,2361.102623212309,4.973424657534246,856.7689681760361
2011,Services,Other non-transport,2743.2782438057916,1520.0765232091119,4.973424657534246,551.5873734309007
2011,Services,Space heating,10411.12429114738,5768.902826725296,4.973424657534246,2093.351163041257
2011,Services,Water ,1678.1135714254876,929.8586641592843,4.973424657534246,337.41610398848843
2012,Domestic,Cooking/ Catering,1252.175229072903,2134.1210959092764,5.970153525942414,209.73920078131354
2012,Domestic,Lighting/ Appliances,7031.479875836336,11983.969327994266,5.970153525942414,1177.7720363943886
2012,Domestic,Space heating,27329.306600837393,46578.18522460487,5.970153525942414,4577.655579891197
2012,Domestic,Water ,7798.668294253364,13291.512354135479,5.970153525942414,1306.2760045223981
2012,Industrial,Drying/Separation,1834.8086688585881,5848.006087932733,5.970153525942414,307.33023210972715
2012,Industrial,Lighting/ Appliances,193.43115232558486,616.5147219952702,5.970153525942414,32.399694829464366
2012,Industrial,Motors/Drivers,2078.6822189868435,6625.293676574339,5.970153525942414,348.1790225250053
2012,Industrial,Other non-transport,6130.2837793701665,19538.787597299626,5.970153525942414,1026.8217982555943
2012,Industrial,Process use,9038.54507257884,28808.1626752818,5.970153525942414,1513.9552162776363
2012,Industrial,Space heating,2996.3086497181866,9550.004598451103,5.970153525942414,501.8813396838412
2012,Industrial,Unknown industrial heat,144.72045816179028,461.2612392468437,5.970153525942414,24.240659395596623
2012,Services,Cooking/ Catering,2367.345314111491,1383.0948012556305,5.970153525942414,396.5300563586086
2012,Services,Lighting/ Appliances,4542.176501740049,2653.715395254874,5.970153525942414,760.8140196064803
2012,Services,Other non-transport,2924.250643190402,1708.4604590872968,5.970153525942414,489.81163222746386
2012,Services,Space heating,11097.939836568126,6483.846188854832,5.970153525942414,1858.9035924023863
2012,Services,Water ,1788.8177043899336,1045.0965698108669,5.970153525942414,299.6267510738028
2013,Domestic,Cooking/ Catering,1259.6804988497986,2160.1580087839325,6.165257664709719,204.3191975674075
2013,Domestic,Lighting/ Appliances,7073.625058214714,12130.17732241578,6.165257664709719,1147.3364850109251
2013,Domestic,Space heating,27493.11260345784,47146.45295452764,6.165257664709719,4459.361489598393
2013,Domestic,Water ,7845.411839477645,13453.672762839746,6.165257664709719,1272.5197009015897
2013,Industrial,Drying/Separation,1888.1706375116398,6066.189090130019,6.165257664709719,306.25980943499485
2013,Industrial,Lighting/ Appliances,199.05673457953324,639.5162426710641,6.165257664709719,32.28684759096853
2013,Industrial,Motors/Drivers,2139.136792421051,6872.476467265426,6.165257664709719,346.9663246461847
2013,Industrial,Other non-transport,6308.571584753473,20267.759365313108,6.165257664709719,1023.2454064108449
2013,Industrial,Process use,9301.41420276024,29882.96515082141,6.165257664709719,1508.6821522484058
2013,Industrial,Space heating,3083.4506667332876,9906.305300426691,6.165257664709719,500.13330089724104
2013,Industrial,Unknown industrial heat,148.9293812407775,478.47041455597764,6.165257664709719,24.15622985122871
2013,Services,Cooking/ Catering,2431.5695191879204,1434.1786268127544,6.165257664709719,394.3986855742236
2013,Services,Lighting/ Appliances,4665.402155979079,2751.72887502964,6.165257664709719,756.7246025553973
2013,Services,Other non-transport,3003.5832491620104,1771.5614815074716,6.165257664709719,487.17886786057454
2013,Services,Space heating,11399.018162463786,6723.32338691095,6.165257664709719,1848.911883717757
2013,Services,Water ,1837.346913207197,1083.6966215311822,6.165257664709719,298.0162408660183
2014,Domestic,Cooking/ Catering,1082.9342800273446,1798.0969920652294,4.854213959556426,223.09158373527941
2014,Domestic,Lighting/ Appliances,6081.122210430065,10097.055524624504,4.854213959556426,1252.7511685920315
2014,Domestic,Space heating,23635.544195628943,39244.30291643559,4.854213959556426,4869.077546344649
2014,Domestic,Water ,6744.619313913646,11198.721773464365,4.854213959556426,1389.4359354794412
2014,Industrial,Drying/Separation,1822.0589275332013,6004.801477117035,4.854213959556426,375.35612206506437
2014,Industrial,Lighting/ Appliances,192.08703552568068,633.0445723954895,4.854213959556426,39.571192602155804
2014,Industrial,Motors/Drivers,2064.2378460995874,6802.929521144053,4.854213959556426,425.24657200899645
2014,Industrial,Other non-transport,6087.685587109168,20062.657059718564,4.854213959556426,1254.1032673527757
2014,Industrial,Process use,8975.737918029632,29580.560482403824,4.854213959556426,1849.0610411515167
2014,Industrial,Space heating,2975.487862862688,9806.057117072085,4.854213959556426,612.9700684093013
2014,Industrial,Unknown industrial heat,143.71482284004193,473.6284691087586,4.854213959556426,29.606198663145552
2014,Services,Cooking/ Catering,2251.8628185252383,1250.0283568736138,4.854213959556426,463.8985502672428
2014,Services,Lighting/ Appliances,4320.602625429128,2398.403559993974,4.854213959556426,890.072555809621
2014,Services,Other non-transport,2781.601507898503,1544.090845050987,4.854213959556426,573.0282041693695
2014,Services,Space heating,10556.566433814673,5860.040533965859,4.854213959556426,2174.7221119151745
2014,Services,Water ,1701.5566143324597,944.5486648846658,4.854213959556426,350.53185304752134
2015,Domestic,Cooking/ Catering,1125.6923961375455,1871.448320049424,5.337638617090671,210.89707956870157
2015,Domestic,Lighting/ Appliances,6321.226651068259,10508.953456009556,5.337638617090671,1184.2740028948797
2015,Domestic,Space heating,24568.759961057454,40845.229755998495,5.337638617090671,4602.926822807064
2015,Domestic,Water ,7010.920991736738,11655.560930325222,5.337638617090671,1313.48738546824
2015,Industrial,Drying/Separation,1825.88213108529,5713.96777067063,5.337638617090671,342.0767612927126
2015,Industrial,Lighting/ Appliances,192.4900893596893,602.3839918522084,5.337638617090671,36.06278041067677
2015,Industrial,Motors/Drivers,2068.569210659925,6473.439659594475,5.337638617090671,387.5438857993383
2015,Industrial,Other non-transport,6100.459301948427,19090.951844137904,5.337638617090671,1142.913512806069
2015,Industrial,Process use,8994.5715971013,28147.86964713745,5.337638617090671,1685.121875486556
2015,Industrial,Space heating,2981.7312919826754,9331.115198034244,5.337638617090671,558.6236734790216
2015,Industrial,Unknown industrial heat,144.0163778626963,450.6889724951969,5.337638617090671,26.981290453341657
2015,Services,Cooking/ Catering,2266.05092995673,1345.94766355608,5.337638617090671,424.5418419113323
2015,Services,Lighting/ Appliances,4347.825061448091,2582.44195028678,5.337638617090671,814.5596533131187
2015,Services,Other non-transport,2799.1272966931847,1662.5746558362562,5.337638617090671,524.4130405776468
2015,Services,Space heating,10623.079251409397,6309.703153264331,5.337638617090671,1990.2207724208208
2015,Services,Water ,1712.2774604925964,1017.0273831196527,5.337638617090671,320.7930666212635
2016,Domestic,Cooking/ Catering,1140.1675867018703,1891.9918745539708,5.5229215456674465,206.44283596537684
2016,Domestic,Lighting/ Appliances,6402.510810656133,10624.313979619194,5.5229215456674465,1159.2615896705424
2016,Domestic,Space heating,24884.687725680997,41293.60238523622,5.5229215456674465,4505.710885066298
2016,Domestic,Water ,7101.073876961001,11783.5081724093,5.5229215456674465,1285.745926000264
2016,Industrial,Drying/Separation,1794.0229199824234,5177.877071942577,5.5229215456674465,324.8322296719526
2016,Industrial,Lighting/ Appliances,189.131393698171,545.8676676348699,5.5229215456674465,34.24480904432519
2016,Industrial,Motors/Drivers,2032.4754332789432,5866.094478528012,5.5229215456674465,368.0072976726158
2016,Industrial,Other non-transport,5994.0144129732025,17299.817885343047,5.5229215456674465,1085.2977655775887
2016,Industrial,Process use,8837.628303548407,25507.005765423775,5.5229215456674465,1600.172703970644
2016,Industrial,Space heating,2929.7040526192914,8455.659775953865,5.5229215456674465,530.4627321598565
2016,Industrial,Unknown industrial heat,141.5034838995626,408.4048407200501,5.5229215456674465,25.62112873223186
2016,Services,Cooking/ Catering,2281.7904916284724,1393.9663811672735,5.5229215456674465,413.14917707249765
2016,Services,Lighting/ Appliances,4378.024232961821,2674.5744708266125,5.5229215456674465,792.7007828666767
2016,Services,Other non-transport,2818.5695061029273,1721.8895200525956,5.5229215456674465,510.3403122418069
2016,Services,Space heating,10696.865153046021,6534.811351845065,5.5229215456674465,1936.812801810912
2016,Services,Water ,1724.1706162607559,1053.3113724865534,5.5229215456674465,312.18452082002
2017,Domestic,Cooking/ Catering,1113.9276982747388,1849.093681359375,5.174771689497717,215.26122602384044
2017,Domestic,Lighting/ Appliances,6255.163024870456,10383.422948432713,5.174771689497717,1208.7804835072068
2017,Domestic,Space heating,24311.989959947536,40357.32937230889,5.174771689497717,4698.176348396029
2017,Domestic,Water ,6937.649316907273,11516.334080972316,5.174771689497717,1340.6677111933932
2017,Industrial,Drying/Separation,1792.7738922323726,5234.862967166267,5.174771689497717,346.4450220810391
2017,Industrial,Lighting/ Appliances,188.99971736533067,551.8752953327926,5.174771689497717,36.52329584876346
2017,Industrial,Motors/Drivers,2031.0603910355107,5930.654652645906,5.174771689497717,392.49275386536965
2017,Industrial,Other non-transport,5989.841283269776,17490.213600750256,5.174771689497717,1157.508319724763
2017,Industrial,Process use,8831.47540389879,25787.726906119606,5.174771689497717,1706.6405889601685
2017,Industrial,Space heating,2927.664345310985,8548.71979559989,5.174771689497717,565.7572006998352
2017,Industrial,Unknown industrial heat,141.40496688723752,412.89960085799004,5.174771689497717,27.325836843047817
2017,Services,Cooking/ Catering,2272.6495426978363,1377.167364693305,5.174771689497717,439.1787075959728
2017,Services,Lighting/ Appliances,4360.485683267002,2642.342545291473,5.174771689497717,842.6431048381667
2017,Services,Other non-transport,2807.2781978047897,1701.1386247623554,5.174771689497717,542.493150664445
2017,Services,Space heating,10654.013060165173,6456.05880441132,5.174771689497717,2058.8373167820455
2017,Services,Water ,1717.2635160652005,1040.6176695840466,5.174771689497717,331.8530012735469
2018,Domestic,Cooking/ Catering,1137.3365251007851,1891.4343040704684,5.457469015003261,208.39999677031707
2018,Domestic,Lighting/ Appliances,6386.6132332140205,10621.182991604834,5.457469015003261,1170.2518540474396
2018,Domestic,Space heating,24822.89848987317,41281.43315017917,5.457469015003261,4548.426829658937
2018,Domestic,Water ,7083.441751812026,11780.035569573418,5.457469015003261,1297.935312566826
2018,Industrial,Drying/Separation,1839.3611540130983,5212.004297814302,5.457469015003261,337.03556519633287
2018,Industrial,Lighting/ Appliances,193.9110892608784,549.4654643632612,5.457469015003261,35.531322070321
2018,Industrial,Motors/Drivers,2083.8397975962625,5904.757723806351,5.457469015003261,381.83263924495543
2018,Industrial,Other non-transport,6145.494098774139,17413.840444069287,5.457469015003261,1126.0703600660693
2018,Industrial,Process use,9060.971303149729,25675.12164283325,5.457469015003261,1660.2881808838476
2018,Industrial,Space heating,3003.743021965108,8511.390765133216,5.457469015003261,550.3912186596835
2018,Industrial,Unknown industrial heat,145.0795352407891,411.0966242546349,5.457469015003261,26.583666318937848
2018,Services,Cooking/ Catering,2328.134988093285,1446.4399630688247,5.457469015003261,426.5960982449835
2018,Services,Lighting/ Appliances,4466.944460007976,2775.2544473617695,5.457469015003261,818.5011124621669
2018,Services,Other non-transport,2875.816297598754,1786.7072315674477,5.457469015003261,526.9505497315289
2018,Services,Space heating,10914.124726652235,6780.803624912001,5.457469015003261,1999.8509742607696
2018,Services,Water ,1759.189527647753,1092.961554383857,5.457469015003261,322.3453074697304
2019,Domestic,Cooking/ Catering,1105.8527548695047,1824.4901014285563,5.434244292237443,203.4970633265719
2019,Domestic,Lighting/ Appliances,6209.818890332305,10245.263709102313,5.434244292237443,1142.7198624844182
2019,Domestic,Space heating,24135.750565506354,39820.34480034495,5.434244292237443,4441.418027522818
2019,Domestic,Water ,6887.357789291833,11363.100608310773,5.434244292237443,1267.3993694265996
2019,Industrial,Drying/Separation,1823.1319782411415,5125.486748512679,5.434244292237443,335.4895143093582
2019,Industrial,Lighting/ Appliances,192.2001598194904,540.3445191977854,5.434244292237443,35.36833264821
2019,Industrial,Motors/Drivers,2065.4535213165864,5806.740696518444,5.434244292237443,380.0810950414923
2019,Industrial,Other non-transport,6091.270759482166,17124.776446216834,5.434244292237443,1120.904845625592
2019,Industrial,Process use,8981.023928148012,25248.92310660208,5.434244292237443,1652.672100328094
2019,Industrial,Space heating,2977.2401933221836,8370.104490588776,5.434244292237443,547.8664618694137
2019,Industrial,Unknown industrial heat,143.79945967042082,404.2725561180072,5.434244292237443,26.461721618925274
2019,Services,Cooking/ Catering,2308.138055245139,1428.4676207602972,5.434244292237443,424.7394727068497
2019,Services,Lighting/ Appliances,4428.576758452865,2740.7712858101304,5.434244292237443,814.9388434338284
2019,Services,Other non-transport,2851.1151932036933,1764.506991812786,5.434244292237443,524.6571629612556
2019,Services,Space heating,10820.380583648785,6696.550612698991,5.434244292237443,1991.1472509811858
2019,Services,Water ,1744.079409449519,1079.3812609136935,5.434244292237443,320.942400756781
2020,Domestic,Cooking/ Catering,1136.1899667855216,1806.6127834609783,5.096532526671871,222.93391847093233
2020,Domestic,Lighting/ Appliances,6380.174835829161,10144.875202282848,5.096532526671871,1251.8658131660216
2020,Domestic,Space heating,24797.874321525116,39430.164023251695,5.096532526671871,4865.636428640352
2020,Domestic,Water ,7076.3008758602,11251.758944953273,5.096532526671871,1388.453980981684
2020,Industrial,Drying/Separation,1747.1442729598775,4888.211071339828,5.096532526671871,342.8103840829982
2020,Industrial,Lighting/ Appliances,184.18930307753078,515.3301902198601,5.096532526671871,36.14012117328912
2020,Industrial,Motors/Drivers,1979.3659120139569,5537.927528416239,5.096532526671871,388.3750180451647
2020,Industrial,Other non-transport,5837.388049517056,16332.014094643322,5.096532526671871,1145.3646217242876
2020,Industrial,Process use,8606.696996515515,24080.067225793744,5.096532526671871,1688.735812333929
2020,Industrial,Space heating,2853.149533368998,7982.624762621813,5.096532526671871,559.8217059221158
2020,Industrial,Unknown industrial heat,137.80593254706758,385.55744685679707,5.096532526671871,27.03915492070005
2020,Services,Cooking/ Catering,2092.8053058150635,1377.0695226109578,5.096532526671871,410.6331696820747
2020,Services,Lighting/ Appliances,4015.422264815565,2642.154817711272,5.096532526671871,787.8733715131823
2020,Services,Other non-transport,2585.126565660698,1701.0177658532095,5.096532526671871,507.23242756361503
2020,Services,Space heating,9810.916571883059,6455.600127961839,5.096532526671871,1925.0179451498109
2020,Services,Water ,1581.3692918256143,1040.5437379746215,5.096532526671871,310.2833708113852
2021,Domestic,Cooking/ Catering,1180.444233331263,1903.6991827718696,5.5375799086757995,213.1696973766185
2021,Domestic,Lighting/ Appliances,6628.680777658617,10690.055339313172,5.5375799086757995,1197.0356883290074
2021,Domestic,Space heating,25763.744265877234,41549.11983066145,5.5375799086757995,4652.5277631683175
2021,Domestic,Water ,7351.920723132883,11856.422418986098,5.5375799086757995,1327.6414687243666
2021,Industrial,Drying/Separation,1767.4454756364883,4954.515444623166,5.5375799086757995,319.17290671822326
2021,Industrial,Lighting/ Appliances,186.32951807323107,522.3202004296987,5.5375799086757995,33.648185876524536
2021,Industrial,Motors/Drivers,2002.3654485564623,5613.044745881142,5.5375799086757995,361.59576594449317
2021,Industrial,Other non-transport,5905.2164479666635,16553.54380013191,5.5375799086757995,1066.3893876664215
2021,Industrial,Process use,8706.703792065622,24406.692599110385,5.5375799086757995,1572.2940229584253
2021,Industrial,Space heating,2886.3021286297626,8090.90219260943,5.5375799086757995,521.2208539163029
2021,Industrial,Unknown industrial heat,139.40718907177222,390.7872015677688,5.5375799086757995,25.174749867421532
2021,Services,Cooking/ Catering,2208.0564904857115,1428.4101095562633,5.5375799086757995,398.7403390832014
2021,Services,Lighting/ Appliances,4236.5523296558085,2740.6609402521785,5.5375799086757995,765.0548433654828
2021,Services,Other non-transport,2727.489975380707,1764.4359514054638,5.5375799086757995,492.5418721466236
2021,Services,Space heating,10351.205606162835,6696.281004425753,5.5375799086757995,1869.265234429478
2021,Services,Water ,1668.4555983149344,1079.337804194742,5.5375799086757995,301.29688886311925
2022,Domestic,Cooking/ Catering,989.4498280687894,1607.4204244733921,4.903979125896934,201.76468999301048
2022,Domestic,Lighting/ Appliances,5556.168491982166,9026.328028435159,4.903979125896934,1132.99187238403
2022,Domestic,Space heating,21595.202563988296,35082.69816949389,4.903979125896934,4403.608174012884
2022,Domestic,Water ,6162.389115960745,10011.169690009961,4.903979125896934,1256.6099809475938
2022,Industrial,Drying/Separation,1689.2936619861978,4694.749545577159,4.903979125896934,344.4740727107453
2022,Industrial,Lighting/ Appliances,178.09051439547204,494.9348833445017,4.903979125896934,36.315512326512895
2022,Industrial,Motors/Drivers,1913.8260884729439,5318.7520686059825,4.903979125896934,390.259835806888
2022,Industrial,Other non-transport,5644.103230179889,15685.63931265972,4.903979125896934,1150.9231759112731
2022,Industrial,Process use,8321.716135221075,23127.04648303502,4.903979125896934,1696.9313941969601
2022,Industrial,Space heating,2758.6774017544526,7666.6951221809,4.903979125896934,562.5385693806135
2022,Industrial,Unknown industrial heat,133.24296798997366,370.29817698291447,4.903979125896934,27.170378292669348
2022,Services,Cooking/ Catering,2086.878745058485,1305.98582523218,4.903979125896934,425.5480481224105
2022,Services,Lighting/ Appliances,4004.051095242541,2505.767997433696,4.903979125896934,816.4902403637786
2022,Services,Other non-transport,2577.805813170123,1613.2120086866598,4.903979125896934,525.6559514206016
2022,Services,Space heating,9783.133293152148,6122.365009211715,4.903979125896934,1994.9377927588182
2022,Services,Water ,1576.8910533767003,986.8313473036484,4.903979125896934,321.5533779598395
2023,Domestic,Cooking/ Catering,930.1792531223879,1491.1832373050067,4.931454664057404,188.62167787974218
2023,Domestic,Lighting/ Appliances,5223.339790943705,8373.608326414333,4.931454664057404,1059.1884437291267
2023,Domestic,Space heating,20301.59470663001,32545.7675125157,4.931454664057404,4116.755823509217
2023,Domestic,Water ,5793.246249303895,9287.23325912046,4.931454664057404,1174.7540318128856
2023,Industrial,Drying/Separation,1671.4585933927474,4318.37906055345,4.931454664057404,338.9382458638559
2023,Industrial,Lighting/ Appliances,176.21028681186078,455.25675349090534,4.931454664057404,35.73190849672782
2023,Industrial,Motors/Drivers,1893.6204721659972,4892.356309610069,4.931454664057404,383.98821466767816
2023,Industrial,Other non-transport,5584.51443841208,14428.146954718199,4.931454664057404,1132.4274111479642
2023,Industrial,Process use,8233.857889241279,21272.988536496432,4.931454664057404,1669.6610736895204
2023,Industrial,Space heating,2729.552092286563,7052.0685625207525,4.931454664057404,553.4983647281057
2023,Industrial,Unknown industrial heat,131.83622768947313,340.61197048319775,4.931454664057404,26.733740178197955
2023,Services,Cooking/ Catering,2060.704143657992,1265.3557606365957,4.931454664057404,417.86942880714366
2023,Services,Lighting/ Appliances,3953.8304287791225,2427.811932650849,4.931454664057404,801.7574322636211
2023,Services,Other non-transport,2545.4737767222127,1563.0239386073704,4.931454664057404,516.1709779620885
2023,Services,Space heating,9660.428696633307,5931.894269793242,4.931454664057404,1958.9409930182937
2023,Services,Water ,1557.1129542073681,956.1303851559416,4.931454664057404,315.751245886186
